0	136	189	3	158	87	90	54	9	10	171	129	11	103	141	216	43	156	39	2	166	58	92	67	78	26	173	101	175	32	102	208	138	48	139	18	199	167	19	40	192	120	106	127	13	165	211	95	118	57	169	203	111	112	200	96	114	35	198	182	145	152	22	168	5	178	150	162	47	122	31	181	213	204	98	44	89	135	159	66	29	8	7	187	1	121	79	23	52	212	17	176	113	20	123	137	144	151	46	147	196	28	84	85	201	172	12	214	131	94	42	190	61	206	80	153	34	69	33	210	119	185	55	108	27	4	160	70	107	76	163	155	91	142	143	64	75	125	130	21	194
136	1	0.0919513553	0.1460385472	-0.1467923373	-0.0380075425	0.1971807331	0.1141431034	0.0489378385	-0.1881640106	-0.1118239611	-0.0799746662	0.1756219715	0.1523251086	0.1028890163	-0.1690236628	-0.1634474844	-0.1066053435	0.1443901658	0.1702480614	0.1278326064	-0.0517546274	-0.1761657596	-0.1213727295	0.0257876515	0.168861717	0.1156525463	0.0107302871	-0.195457384	-0.11426346	-0.0725058466	0.2005670071	0.1278380752	0.0436060093	-0.1615089923	-0.1253105104	-0.096446462	0.1442618668	0.1079827175	0.0996851698	-0.0697552711	-0.1700217128	-0.158235088	0.0635269061	0.194139421	0.110226348	-0.0469706804	-0.1934450418	-0.0835580081	0.0034321179	0.1955709755	0.1168459803	0.0265625194	-0.1861590892	-0.1464152485	-0.0447054803	0.1412325501	0.1232309341	0.1257368177	-0.1401896179	-0.1530106366	-0.0819556266	0.1267565638	0.151655972	0.1022492722	-0.0938697755	-0.1499467045	-0.0889616013	0.0547295026	0.1837993264	0.130365774	-0.0171995219	-0.1815031618	-0.1309821159	0.0044609155	0.193258822	0.1350101978	0.0645244569	-0.196414113	-0.1278706491	-0.0597471707	0.1520228088	0.0939262286	0.0961387604	-0.1838576943	-0.1420232058	-0.1001533642	0.1090724841	0.162289083	0.1500756592	-0.0642161071	-0.181232512	-0.128844738	0.0637413934	0.1629328132	0.0779019818	0.0177809298	-0.2020885646	-0.1287056655	0.015399633	0.1912295669	0.1095033288	0.0822616145	-0.1772820204	-0.152172938	-0.0732694268	0.1357135326	0.1362894773	0.113138333	-0.1195632368	-0.1564720869	-0.1032666937	0.0806573778	0.1388265342	0.1176361367	-0.0304777212	-0.2255644649	-0.1056364328	0.0503675863	0.1848309934	0.1344826967	0.0470779464	-0.2046328634	-0.1438895017	-0.0599544309	0.193415761	0.1154616177	0.0955408737	-0.162695244	-0.1513684243	-0.0844290555	0.1488662511	0.1256469339	0.133570224	-0.0880433768	-0.1620148718	-0.1403963417	0.0850061327	0.1577436626	0.116011478	-0.0549890883
189	0.0919513553	1	-0.1497302949	0.0583454892	0.3595820963	0.3621168733	-0.0097852768	-0.3102957606	-0.3827546835	-0.0725319758	0.2942200899	0.3548133671	0.0839238912	-0.3336052895	-0.4050965905	-0.1665146947	0.2448841333	0.3585840166	0.1959308237	-0.2038119137	-0.3798598647	-0.2569932044	0.1122252643	0.4003176689	0.3124937713	-0.104055129	-0.3245036602	-0.3313169479	0.0036640633	0.3762487769	0.3436337411	0.0713835359	-0.2229613662	-0.3805238008	-0.1363245398	0.2736333013	0.3879607022	0.1499584317	-0.2091466188	-0.4108389616	-0.2467048615	0.1861898601	0.4159180224	0.2499740869	-0.1903465092	-0.3721841276	-0.2772230804	0.0992181003	0.3749521077	0.3738719225	-0.0381586663	-0.3469550908	-0.3192539215	-0.0067289067	0.2993613183	0.3696754575	0.0747062117	-0.3237228692	-0.4035089016	-0.1206816584	0.2714678049	0.4194411337	0.1736320704	-0.1965699047	-0.3582084179	-0.2506129146	0.1643160135	0.3833277225	0.2659612	-0.1326970607	-0.3368302882	-0.3279001117	0.0053535318	0.3604485691	0.3620843291	-0.0233989134	-0.3394813836	-0.3600534499	-0.0725812465	0.3503259122	0.3871331215	0.0881096646	-0.2637856305	-0.3765111268	-0.1643961966	0.2760955393	0.3785557449	0.2204483747	-0.1657546014	-0.3672301769	-0.3028278351	0.1314873397	0.3478683829	0.3069505095	-0.101752907	-0.3437688351	-0.3542753756	0.0512860641	0.3767324984	0.3777180016	0.0173600372	-0.3110709488	-0.3741593659	-0.0679825023	0.3030106127	0.3810077906	0.1823642999	-0.2481651604	-0.4065485001	-0.2103217989	0.2062726766	0.4151985645	0.2649815977	-0.133802712	-0.3693997562	-0.3061643541	0.0935770422	0.3877084553	0.3043920696	-0.0521860942	-0.3372449875	-0.349272728	-0.0014095242	0.3250029385	0.3913528025	0.0320779718	-0.3128571808	-0.3942015469	-0.1517983824	0.2277701944	0.3719919622	0.1634204835	-0.2434023917	-0.3928400874	-0.2571212947	0.1890392154	0.3776386976	0.2775904834	-0.1298489869	-0.3700583279
3	0.1460385472	-0.1497302949	1	0.1236023605	-0.0012403982	-0.1533828974	-0.1497524381	-0.0631998405	0.0247342698	0.1200761721	0.0904094949	-0.0415796079	-0.1299235821	-0.0517170765	0.0052287695	0.0665053874	0.1343780458	0.0374619253	-0.1262629181	-0.1029890105	-0.0161024835	0.1132987067	0.1366784424	0.0147334281	-0.0945808589	-0.1406875551	-0.0317923613	0.0471758433	0.0969221219	0.0658879876	-0.0419652201	-0.1333916187	0.3170131445	0.0882879943	0.1406532675	0.1366665661	-0.0557066835	-0.1011546701	-0.1484802216	0.0804245099	0.1973195672	0.0722276643	-0.038347099	-0.0481239222	-0.1533048004	-0.0708666965	0.1825673431	0.2073141038	0.0657256544	-0.107444182	-0.1577895433	-0.057990741	0.0746851116	0.1360207498	0.1007856578	-0.0726825744	-0.0994677097	0.0123339361	0.0729117468	0.1085641235	0.176426053	-0.0777524263	-0.1099783406	-0.2144679576	-0.0219302811	0.1051624715	0.1478298008	0.0047352025	-0.1098427996	-0.1130167618	-0.051724229	0.1683932245	0.1261061132	0.0471402556	-0.0767330825	-0.1523214281	-0.0381944478	0.0582934394	0.117320776	0.1257855296	-0.1577351987	-0.1749462783	-0.0587183982	0.0482394286	0.0646809787	0.0933394358	0.0159635488	-0.2039233893	-0.107757017	0.0224420968	0.1050730497	0.1728602946	0.044032339	-0.0963755697	-0.199364692	-0.0064580184	0.1140672043	0.2291086316	0.1486482769	-0.1226706132	-0.1294980049	-0.1264285296	0.0410446078	0.0851058289	0.0691504627	-0.0518667623	-0.0972011462	-0.0360470787	0.062388856	0.1706600189	0.1319728941	-0.0762823895	-0.1557666361	-0.1712094545	0.0408529416	0.0546774231	0.1984125227	0.058722984	0.0154137565	-0.0980084836	-0.0706651583	0.0188346207	0.1426016837	0.0731540173	-0.0665829554	-0.208224684	-0.0468808338	0.0461528413	0.0618847273	0.1384376734	0.032331828	-0.1731292605	-0.1460055709	0.0152728409	0.1671566516	0.1083015427	0.0651549622	-0.1438727975	-0.1788264364	-0.1265562624
158	-0.1467923373	0.0583454892	0.1236023605	1	0.4298833013	-0.3893548846	-0.9679538608	-0.521550715	0.2531376779	0.9245548248	0.6303389072	-0.149858579	-0.8756734729	-0.6778952479	0.086960502	0.7919158936	0.8119464517	0.0029623853	-0.6935661435	-0.9009848833	-0.1405773461	0.5990595818	0.9661408663	0.1926334947	-0.4853273928	-0.9833363891	-0.3979183435	0.414583236	0.9772413373	0.461707294	-0.2298619747	-0.9377313256	0.3168756366	0.2182891369	0.8776775599	0.7038686872	-0.114528887	-0.815130055	-0.806971252	0.0064313845	0.7017689347	0.8874397278	0.0491784252	-0.6263893843	-0.9327705503	-0.2069992125	0.5226480961	0.9727972746	0.296151042	-0.442658782	-0.9841244221	-0.389495194	0.3642652333	0.9667252898	0.5576980114	-0.2437051833	-0.9217797518	-0.6136595011	0.1996557862	0.8567852378	0.7435744405	-0.0483571514	-0.7838352919	-0.8483871222	-0.0128852185	0.6531563401	0.9056685567	0.1251963526	-0.5559408069	-0.963457644	-0.318212539	0.4875467122	0.9691848159	0.329903841	-0.4081600308	-0.974534452	-0.4705657959	0.2818114161	0.9409810305	0.551250577	-0.166093424	-0.8949632645	-0.683105886	0.0655845925	0.8044108748	0.7497724891	0.0001217809	-0.692281425	-0.8928468227	-0.0993345305	0.6110835075	0.9536409974	0.2254459113	-0.5294799209	-0.9639890194	-0.3149205446	0.4240220487	0.9823747277	0.3850679696	-0.3056875467	-0.9629821181	-0.5945093036	0.2435117066	0.8984136581	0.63288486	-0.1266463995	-0.8204633594	-0.7786667943	-0.0224970654	0.7443854809	0.8597012758	0.0664689019	-0.6529067159	-0.938536644	-0.2033480108	0.5318259597	0.9717805982	0.2733135223	-0.4762669802	-0.9849772453	-0.4213386774	0.355687499	0.9766863585	0.5185120702	-0.2478683889	-0.9263199568	-0.6361147761	0.1145603508	0.8506522179	0.75445503	-0.0867383108	-0.8051996231	-0.8152238727	-0.02591208	0.6942208409	0.9093390107	0.1389041841	-0.5786452293	-0.944539547	-0.2413433939
87	-0.0380075425	0.3595820963	-0.0012403982	0.4298833013	1	0.3879064023	-0.3706628382	-0.9732061028	-0.5279753804	0.1979480684	0.9400452375	0.6337836981	-0.1360195279	-0.9005613923	-0.7036857009	0.0295567475	0.815656364	0.7935529351	0.0656158701	-0.7026962042	-0.8889843822	-0.1793903559	0.5671712756	0.9414752722	0.3008900881	-0.4858284891	-0.9801989198	-0.3453158736	0.3373906016	0.9802126884	0.5294553041	-0.2407966256	0.1082966849	-0.5744540095	0.1178576574	0.8858960867	0.6806009412	-0.0502865762	-0.8065774441	-0.7781373858	-0.0924497694	0.7188379765	0.8504498005	0.1323295236	-0.6529039741	-0.9018647075	-0.2514945269	0.5171384215	0.9543423653	0.3247960508	-0.4624221325	-0.9835122824	-0.412683636	0.2882739007	0.9665608406	0.5414064527	-0.1880785972	-0.9341568947	-0.6063340306	0.0926983058	0.8642563224	0.7554726601	-0.012696242	-0.745864749	-0.7951510549	-0.1352809072	0.6957523227	0.895912528	0.2281366736	-0.5845199823	-0.952228725	-0.2907536328	0.4561046958	0.9819335341	0.3630019426	-0.3656668365	-0.9866172075	-0.4958178997	0.2281469554	0.9524739385	0.598136723	-0.1728672981	-0.899235487	-0.7020892501	0.0372590236	0.8656953573	0.785037756	0.0979724675	-0.6816305518	-0.8677466512	-0.1659739465	0.599413693	0.9355503917	0.2484642714	-0.5651142001	-0.9641791582	-0.3470210731	0.3940895498	0.9639492631	0.4755676687	-0.3090456426	-0.9532951117	-0.5417717695	0.1598546058	0.9298971295	0.660304606	-0.0509777963	-0.8408681154	-0.7902995348	-0.0397661701	0.7497648597	0.8432613611	0.1189595237	-0.6280938983	-0.9308776259	-0.2473697066	0.5517292023	0.954302907	0.262432605	-0.4241888821	-0.9761257768	-0.4138945937	0.3612796664	0.9655456543	0.5211825967	-0.2114394903	-0.9413986802	-0.664068222	0.0856490359	0.8569802642	0.7071119547	-0.0640131161	-0.7978874445	-0.8158762455	-0.0849712268	0.6976551414	0.8938621879	0.1892323345	-0.6026165485	-0.9218719602
90	0.1971807331	0.3621168733	-0.1533828974	-0.3893548846	0.3879064023	1	0.4230282009	-0.3125172853	-0.9612086415	-0.5892476439	0.1854090989	0.9086855054	0.6746628881	-0.1853034794	-0.8526549339	-0.750841558	0.016221432	0.7692012191	0.8452169895	0.1015259102	-0.663936913	-0.9209237695	-0.2590092421	0.5910636187	0.9593203664	0.3206132054	-0.4236482978	-0.9811315536	-0.4724794626	0.347753644	0.9583345652	0.5719578266	-0.2183993608	-0.9429671168	-0.6683654189	0.0874921083	0.8852095008	0.7360579371	0.0163171031	-0.8049687743	-0.8414875865	-0.1141319796	0.7387162447	0.8883154988	0.1553910375	-0.5973975658	-0.9481685162	-0.2951166332	0.4738445282	0.9880064726	0.3641605973	-0.4228305817	-0.9776476026	-0.5030433536	0.2444836497	0.9581025243	0.6035664678	-0.2179686576	-0.9327296615	-0.703548193	0.0684809908	0.8475735784	0.7803010345	0.0741312653	-0.7387478948	-0.8743994832	-0.1306319684	0.6550838351	0.9394078851	0.2168643624	-0.4888983369	-0.9699446559	-0.3628129065	0.4563213885	0.9854608178	0.4485383928	-0.345965296	-0.9665012956	-0.5740889907	0.2798179984	0.9218559265	0.6391168237	-0.1502748132	-0.8654415607	-0.7406628132	0.0984361097	0.7879104018	0.8612163663	0.1384502053	-0.708376646	-0.9009742141	-0.2405542582	0.5918170214	0.9457640052	0.2552027702	-0.4658749402	-0.9726322293	-0.4093046486	0.4165610969	0.9795300364	0.499251157	-0.2230816633	-0.9511958957	-0.6358526349	0.1965274215	0.8884989619	0.7208949327	-0.0333655551	-0.7976439595	-0.822660923	-0.0759850964	0.7507719994	0.8822619319	0.2014456838	-0.6247084141	-0.9394720793	-0.2777940035	0.5203306079	0.9436552525	0.3996603191	-0.3968062401	-0.9699772596	-0.4543398619	0.2995505333	0.969707191	0.5875485539	-0.2109465301	-0.9040342569	-0.7100154757	0.0440019704	0.8419105411	0.7664051652	-0.0026689775	-0.7720506191	-0.860419631	-0.1385878325	0.6619492173	0.9271931648	0.2185966969	-0.5425185561
54	0.1141431034	-0.0097852768	-0.1497524381	-0.9679538608	-0.3706628382	0.4230282009	1	0.4503366649	-0.2921481133	-0.9370606542	-0.5645214915	0.1758558154	0.9137836695	0.5930662751	-0.1378543824	-0.8413648605	-0.7458539009	0.0278298631	0.7387918234	0.8425469995	0.0917041227	-0.6440342665	-0.919159472	-0.1432288736	0.5358322859	0.953111887	0.334359616	-0.4637876749	-0.9592213631	-0.3883509934	0.2547779977	0.97430408	-0.2706073225	-0.2482273877	-0.9070744514	-0.6270435452	0.1509170532	0.8655692935	0.7376803756	-0.037825305	-0.761428535	-0.8197018504	-0.0190210789	0.6821083426	0.880200088	0.1316449493	-0.5573827624	-0.932117939	-0.2257705927	0.4846622944	0.9783311486	0.3216801882	-0.401710242	-0.9760391712	-0.4881874621	0.2689593732	0.9533790946	0.5518547893	-0.2350183278	-0.8853437304	-0.6658397317	0.0784417912	0.8308100104	0.7818425298	-0.0200803895	-0.7058460712	-0.8454912305	-0.0904512778	0.6077903509	0.9179338217	0.2736744583	-0.5370864272	-0.9582700729	-0.2589071095	0.4591287673	0.9687242508	0.4083960652	-0.3130983412	-0.9578098655	-0.469055593	0.182283476	0.9235655069	0.6056711078	-0.1107953861	-0.8548714519	-0.6753451228	0.0331209749	0.7483876348	0.8469648957	0.0454529487	-0.6815201044	-0.9002100229	-0.1753670424	0.58946383	0.9421623945	0.2646884024	-0.4864147902	-0.9642820954	-0.3135702908	0.3332200348	0.9816749096	0.5180773735	-0.2893964946	-0.9199749231	-0.5595067143	0.1551283896	0.8859117031	0.7031857967	-0.0109601896	-0.7972370982	-0.8041459322	-0.0235790312	0.7237355709	0.8910351992	0.1521705091	-0.5917956829	-0.9320607185	-0.208207801	0.5160705447	0.9772419333	0.3458303213	-0.4012515247	-0.971337676	-0.4582404792	0.2841399014	0.9498015642	0.5658435225	-0.1488459408	-0.8883854747	-0.6729053855	0.1106225848	0.8522363305	0.750951767	-0.0108103352	-0.7458760738	-0.8426197767	-0.0990715548	0.6344957352	0.8912978768	0.1702084988
9	0.0489378385	-0.3102957606	-0.0631998405	-0.521550715	-0.9732061028	-0.3125172853	0.4503366649	1	0.4655845463	-0.2781819701	-0.9738534093	-0.5646835566	0.2027921975	0.9462864399	0.6342128515	-0.0840887949	-0.8870003223	-0.7361205816	-0.0161891859	0.7864198089	0.842634201	0.1145708486	-0.6615883708	-0.8952171803	-0.2396234125	0.5791147947	0.9745469689	0.2814187109	-0.4301147461	-0.9791794419	-0.4693969488	0.3230187595	-0.1830781102	0.5012837052	-0.2056916058	-0.9375607967	-0.612146616	0.1038734317	0.8818072677	0.7082024813	0.0103169307	-0.7971816659	-0.7767444849	-0.0900462642	0.7462612391	0.8701376915	0.180673942	-0.6215476394	-0.9287859201	-0.2550592422	0.5514056683	0.9770700336	0.348716259	-0.3799238801	-0.9888473749	-0.4707715809	0.2593317926	0.9600149989	0.5277812481	-0.1676901281	-0.9275471568	-0.6802784204	0.0672878027	0.840213418	0.739710927	0.0744869336	-0.7845586538	-0.8415579796	-0.1746513098	0.6694642305	0.9326165915	0.2195893377	-0.5511545539	-0.954107523	-0.2968913317	0.453312248	0.9875694513	0.4290184677	-0.309915334	-0.975836277	-0.5259117484	0.2476385385	0.9462018013	0.6357563138	-0.0920766294	-0.9231908917	-0.7141730189	-0.024594672	0.7708058357	0.8094905019	0.1091992259	-0.7014731765	-0.8940937519	-0.1910024881	0.6572087407	0.9421952963	0.2807040513	-0.4915423095	-0.9622359276	-0.4103944898	0.3813354671	0.9805037379	0.4757848084	-0.2308267355	-0.9604864717	-0.5880904794	0.1178709343	0.8959847689	0.7155483961	-0.0334585235	-0.8325047493	-0.7635430098	-0.0602740832	0.7236295938	0.8773480654	0.1865085065	-0.6507120132	-0.9189219475	-0.2204733342	0.5102760196	0.9723484516	0.3629229069	-0.4531531036	-0.9786164761	-0.4554558396	0.2898613513	0.9758358002	0.5991943479	-0.1507068276	-0.9213622212	-0.6461097002	0.1227033585	0.8733581305	0.7542575002	0.0171696283	-0.7755746245	-0.8381533623	-0.1346492618	0.691852808	0.8953584433
10	-0.1881640106	-0.3827546835	0.0247342698	0.2531376779	-0.5279753804	-0.9612086415	-0.2921481133	0.4655845463	1	0.4605222344	-0.3418579102	-0.9718481302	-0.5575931072	0.319663018	0.943731308	0.6602057219	-0.1799584329	-0.8899815679	-0.7567167282	0.036333181	0.7986882925	0.8531595469	0.1173548475	-0.7329930067	-0.9204597473	-0.1742157191	0.575338006	0.9604279995	0.3492693901	-0.5066313148	-0.9866747856	-0.4488356113	0.102343455	0.9871279001	0.541637063	-0.2526610494	-0.9602566957	-0.6405225396	0.1415526569	0.9004607797	0.7266090512	-0.0242128726	-0.8492745161	-0.8247451186	0.0002249154	0.7442055941	0.8759210706	0.1347045749	-0.6389144659	-0.9461596012	-0.2190096527	0.5705738664	0.9754488468	0.373200804	-0.4086308479	-0.9879108667	-0.4915069342	0.3430503607	0.9808946848	0.5924493074	-0.2338377535	-0.9305335879	-0.6818200946	0.0878873095	0.8676369786	0.795281291	-0.024923576	-0.7891557813	-0.8814754486	-0.0775160119	0.6481335759	0.9126423597	0.2200014144	-0.6046178937	-0.9613300562	-0.3113269806	0.4915286303	0.993363142	0.4480373859	-0.4391528666	-0.9548227191	-0.501860261	0.2900959253	0.9474523664	0.6546779871	-0.2441360801	-0.8973648548	-0.7529658675	0.0029421523	0.8247113228	0.8338829279	0.0817619413	-0.7346711159	-0.8931522369	-0.0945536196	0.6147939563	0.9485968351	0.2555737495	-0.5837212205	-0.9819720984	-0.3734071851	0.3855831027	0.9941412807	0.5234572887	-0.3448981345	-0.9594225287	-0.6219852567	0.1667973995	0.8945427537	0.7123019695	-0.0765391067	-0.851344943	-0.7915284038	-0.053239461	0.7475104332	0.8946931958	0.1161215082	-0.6763616204	-0.923627913	-0.2644374073	0.5526381135	0.9820822477	0.315346092	-0.4573690891	-0.9935982823	-0.4501112401	0.352068007	0.9754726887	0.6100108624	-0.2063959539	-0.9418861866	-0.6491789818	0.1534546763	0.8847400546	0.7658693194	-0.0056350841	-0.7978084683	-0.850548625	-0.0633702949	0.7048999071
