7.881188476562500000e+03,3.916864843750000000e+04,3.968015234375000000e+04,3.198400000000000000e+04,3.065164062500000000e+04,3.425046484375000000e+04,3.549686718750000000e+04,3.145928320312500000e+04,2.430949218750000000e+04,3.628082812500000000e+04,2.346134375000000000e+04,3.263523046875000000e+04,4.150241406250000000e+04,3.145993554687500000e+04,3.983095312500000000e+04,3.259354101562500000e+04,2.843847460937500000e+04,3.569303515625000000e+04,3.376170703125000000e+04,3.786265625000000000e+04,3.359724609375000000e+04,2.954094921875000000e+04,2.569926757812500000e+04,3.052518945312500000e+04,4.226813671875000000e+04,1.837528710937500000e+04,1.976272851562500000e+04,3.866878125000000000e+04,3.390255468750000000e+04,2.483464648437500000e+04,3.635066406250000000e+04,7.690334960937500000e+03,3.541948828125000000e+04,4.055373046875000000e+04,3.598777343750000000e+04,3.415953906250000000e+04,3.343813671875000000e+04,3.174576367187500000e+04,3.719998046875000000e+04,2.827135546875000000e+04,2.263932617187500000e+04,1.510256347656250000e+04,4.884573437500000000e+04,5.657417968750000000e+04,4.342867187500000000e+04,1.892883007812500000e+04,5.055684375000000000e+04,3.379160156250000000e+04,3.605919921875000000e+04,2.526351757812500000e+04,3.695015625000000000e+04,3.555112109375000000e+04,3.412042578125000000e+04,2.224072460937500000e+04,3.813107031250000000e+04,2.179891015625000000e+04,3.737773828125000000e+04,3.424896093750000000e+04,1.310056152343750000e+04,6.411364843750000000e+04,4.425342968750000000e+04,2.164807031250000000e+04,2.725282617187500000e+04,4.231686562500000000e+05
7.913251953125000000e+03,3.916260937500000000e+04,3.966951562500000000e+04,3.196901757812500000e+04,3.062870312500000000e+04,3.423513671875000000e+04,3.549099609375000000e+04,3.144658203125000000e+04,2.429836718750000000e+04,3.626133203125000000e+04,2.345097851562500000e+04,3.261660742187500000e+04,4.149541406250000000e+04,3.144021289062500000e+04,3.981561718750000000e+04,3.256677343750000000e+04,2.841694921875000000e+04,3.567275781250000000e+04,3.373851953125000000e+04,3.785709765625000000e+04,3.357996093750000000e+04,2.952773828125000000e+04,2.569156054687500000e+04,3.051282226562500000e+04,4.226912109375000000e+04,1.837683593750000000e+04,1.975244531250000000e+04,3.866267578125000000e+04,3.388445703125000000e+04,2.481619140625000000e+04,3.633685156250000000e+04,7.677524902343750000e+03,3.540967968750000000e+04,4.054281250000000000e+04,3.599256250000000000e+04,3.414964453125000000e+04,3.342591796875000000e+04,3.173297460937500000e+04,3.718845312500000000e+04,2.825998828125000000e+04,2.262933789062500000e+04,1.508171777343750000e+04,4.885009375000000000e+04,5.658922265625000000e+04,4.341353906250000000e+04,1.890723046875000000e+04,5.054932421875000000e+04,3.377457812500000000e+04,3.603731250000000000e+04,2.523683203125000000e+04,3.693339062500000000e+04,3.552991015625000000e+04,3.410773437500000000e+04,2.223092578125000000e+04,3.811467578125000000e+04,2.178745312500000000e+04,3.737023437500000000e+04,3.423605468750000000e+04,1.309816992187500000e+04,6.411351562500000000e+04,4.424947656250000000e+04,2.162730468750000000e+04,2.721941406250000000e+04,4.231733125000000000e+05
7.941747070312500000e+03,3.914484375000000000e+04,3.965570312500000000e+04,3.194841406250000000e+04,3.061812109375000000e+04,3.421892578125000000e+04,3.547643359375000000e+04,3.141741210937500000e+04,2.430721484375000000e+04,3.622126953125000000e+04,2.343058984375000000e+04,3.258155859375000000e+04,4.150675390625000000e+04,3.140240820312500000e+04,3.983446093750000000e+04,3.253899609375000000e+04,2.838008007812500000e+04,3.563369140625000000e+04,3.371191015625000000e+04,3.790085937500000000e+04,3.354992578125000000e+04,2.948936132812500000e+04,2.566753515625000000e+04,3.048970703125000000e+04,4.230117578125000000e+04,1.842712109375000000e+04,1.974791992187500000e+04,3.864061718750000000e+04,3.385886328125000000e+04,2.477190820312500000e+04,3.629035546875000000e+04,7.679917968750000000e+03,3.539711328125000000e+04,4.051247265625000000e+04,3.599316015625000000e+04,3.419555078125000000e+04,3.341235937500000000e+04,3.170612695312500000e+04,3.716300781250000000e+04,2.821718164062500000e+04,2.263441601562500000e+04,1.512185742187500000e+04,4.887990234375000000e+04,5.666659375000000000e+04,4.340015625000000000e+04,1.888189843750000000e+04,5.058728125000000000e+04,3.375378906250000000e+04,3.599376171875000000e+04,2.522236132812500000e+04,3.690605468750000000e+04,3.548351562500000000e+04,3.407724609375000000e+04,2.221260156250000000e+04,3.810851953125000000e+04,2.178977734375000000e+04,3.737044921875000000e+04,3.419730078125000000e+04,1.312259375000000000e+04,6.413566015625000000e+04,4.423932421875000000e+04,2.164292773437500000e+04,2.724445312500000000e+04,4.231578437500000000e+05
7.938509765625000000e+03,3.914745312500000000e+04,3.967021875000000000e+04,3.196313671875000000e+04,3.061839257812500000e+04,3.423283203125000000e+04,3.547694921875000000e+04,3.141280664062500000e+04,2.431682421875000000e+04,3.622493750000000000e+04,2.344330859375000000e+04,3.258288476562500000e+04,4.155626171875000000e+04,3.141736718750000000e+04,3.987045312500000000e+04,3.254085351562500000e+04,2.836952929687500000e+04,3.563676171875000000e+04,3.371995312500000000e+04,3.797784765625000000e+04,3.356800000000000000e+04,2.948560937500000000e+04,2.566446875000000000e+04,3.049961132812500000e+04,4.237226562500000000e+04,1.846619921875000000e+04,1.975895312500000000e+04,3.864160937500000000e+04,3.384986328125000000e+04,2.477254687500000000e+04,3.628593750000000000e+04,7.704284179687500000e+03,3.540508593750000000e+04,4.050538671875000000e+04,3.601159765625000000e+04,3.428606640625000000e+04,3.340912109375000000e+04,3.170298632812500000e+04,3.715843750000000000e+04,2.819364648437500000e+04,2.265549414062500000e+04,1.518689355468750000e+04,4.892447265625000000e+04,5.677732812500000000e+04,4.342255468750000000e+04,1.888619531250000000e+04,5.065658593750000000e+04,3.376809375000000000e+04,3.597242578125000000e+04,2.522676171875000000e+04,3.691338671875000000e+04,3.548150390625000000e+04,3.407901953125000000e+04,2.221016796875000000e+04,3.813447265625000000e+04,2.179889062500000000e+04,3.739411718750000000e+04,3.419333593750000000e+04,1.316056835937500000e+04,6.419348046875000000e+04,4.425781250000000000e+04,2.163355859375000000e+04,2.724908593750000000e+04,4.231471250000000000e+05
7.979401855468750000e+03,3.917131250000000000e+04,3.969324218750000000e+04,3.198344921875000000e+04,3.062751367187500000e+04,3.425201953125000000e+04,3.550008203125000000e+04,3.143281445312500000e+04,2.432474804687500000e+04,3.623917187500000000e+04,2.347084375000000000e+04,3.260080078125000000e+04,4.158211328125000000e+04,3.142637109375000000e+04,3.988855078125000000e+04,3.255715625000000000e+04,2.838189648437500000e+04,3.565543750000000000e+04,3.373216796875000000e+04,3.801401171875000000e+04,3.358635156250000000e+04,2.950027539062500000e+04,2.568790625000000000e+04,3.052634375000000000e+04,4.240616015625000000e+04,1.850897265625000000e+04,1.977806835937500000e+04,3.866657812500000000e+04,3.388104296875000000e+04,2.480584570312500000e+04,3.630662109375000000e+04,7.740299316406250000e+03,3.543037890625000000e+04,4.052741406250000000e+04,3.604685546875000000e+04,3.433501562500000000e+04,3.342514453125000000e+04,3.172559960937500000e+04,3.717781250000000000e+04,2.820792968750000000e+04,2.267543554687500000e+04,1.522508203125000000e+04,4.894910546875000000e+04,5.681948437500000000e+04,4.343841406250000000e+04,1.889359960937500000e+04,5.068750000000000000e+04,3.378367968750000000e+04,3.598122265625000000e+04,2.525153515625000000e+04,3.693146484375000000e+04,3.550128515625000000e+04,3.410171875000000000e+04,2.222549023437500000e+04,3.815485937500000000e+04,2.182226367187500000e+04,3.742027734375000000e+04,3.421710937500000000e+04,1.320398046875000000e+04,6.423441406250000000e+04,4.428906250000000000e+04,2.166911132812500000e+04,2.727388085937500000e+04,4.231630937500000000e+05
7.941143554687500000e+03,3.911600000000000000e+04,3.964646093750000000e+04,3.194189843750000000e+04,3.059675390625000000e+04,3.421211328125000000e+04,3.545034375000000000e+04,3.138961718750000000e+04,2.430068750000000000e+04,3.620743750000000000e+04,2.342080664062500000e+04,3.254839257812500000e+04,4.155011718750000000e+04,3.138928125000000000e+04,3.985380859375000000e+04,3.251614648437500000e+04,2.834766601562500000e+04,3.560608593750000000e+04,3.369525390625000000e+04,3.799917968750000000e+04,3.353702734375000000e+04,2.944351953125000000e+04,2.562857421875000000e+04,3.047981054687500000e+04,4.238678906250000000e+04,1.849252539062500000e+04,1.973492773437500000e+04,3.861438671875000000e+04,3.382722265625000000e+04,2.478057617187500000e+04,3.625230078125000000e+04,7.711172363281250000e+03,3.538162109375000000e+04,4.046883984375000000e+04,3.599618359375000000e+04,3.429989453125000000e+04,3.338554296875000000e+04,3.167179296875000000e+04,3.711735937500000000e+04,2.815247070312500000e+04,2.264468359375000000e+04,1.518664160156250000e+04,4.891364843750000000e+04,5.679508203125000000e+04,4.340144921875000000e+04,1.884398828125000000e+04,5.065688281250000000e+04,3.373506250000000000e+04,3.592694921875000000e+04,2.521568359375000000e+04,3.688849609375000000e+04,3.544971484375000000e+04,3.404742968750000000e+04,2.216742382812500000e+04,3.812394921875000000e+04,2.177417968750000000e+04,3.737810937500000000e+04,3.416470703125000000e+04,1.318239062500000000e+04,6.420110156250000000e+04,4.423885937500000000e+04,2.165159765625000000e+04,2.725735546875000000e+04,4.231287500000000000e+05
7.949956054687500000e+03,3.908791015625000000e+04,3.963500390625000000e+04,3.193229687500000000e+04,3.057472656250000000e+04,3.418572656250000000e+04,3.542742578125000000e+04,3.136101562500000000e+04,2.427886523437500000e+04,3.617947265625000000e+04,2.338931054687500000e+04,3.250899023437500000e+04,4.156664062500000000e+04,3.135408398437500000e+04,3.984984375000000000e+04,3.248888085937500000e+04,2.831053125000000000e+04,3.556694531250000000e+04,3.365978125000000000e+04,3.805167187500000000e+04,3.347355078125000000e+04,2.940097460937500000e+04,2.558795703125000000e+04,3.045192382812500000e+04,4.241088671875000000e+04,1.850936914062500000e+04,1.971617382812500000e+04,3.857976953125000000e+04,3.380494531250000000e+04,2.476554687500000000e+04,3.625065625000000000e+04,7.743357421875000000e+03,3.537002734375000000e+04,4.045012109375000000e+04,3.599124609375000000e+04,3.430764062500000000e+04,3.335294531250000000e+04,3.163946875000000000e+04,3.707159765625000000e+04,2.809231054687500000e+04,2.264632617187500000e+04,1.517930468750000000e+04,4.891465625000000000e+04,5.685973046875000000e+04,4.338585156250000000e+04,1.876715234375000000e+04,5.068948437500000000e+04,3.368734375000000000e+04,3.586322656250000000e+04,2.520773242187500000e+04,3.685256250000000000e+04,3.540857812500000000e+04,3.400745703125000000e+04,2.212769335937500000e+04,3.809788281250000000e+04,2.174337890625000000e+04,3.736853515625000000e+04,3.412735156250000000e+04,1.315357128906250000e+04,6.422235156250000000e+04,4.423082421875000000e+04,2.160931250000000000e+04,2.725217968750000000e+04,4.231272187500000000e+05
7.943462890625000000e+03,3.906007812500000000e+04,3.962571875000000000e+04,3.191517578125000000e+04,3.055522460937500000e+04,3.416984765625000000e+04,3.541161718750000000e+04,3.134712695312500000e+04,2.426753125000000000e+04,3.618049218750000000e+04,2.339109375000000000e+04,3.249337500000000000e+04,4.160480468750000000e+04,3.133545703125000000e+04,3.986974218750000000e+04,3.248439062500000000e+04,2.830240429687500000e+04,3.555966796875000000e+04,3.366465234375000000e+04,3.811719531250000000e+04,3.345180078125000000e+04,2.937446875000000000e+04,2.556585937500000000e+04,3.044492382812500000e+04,4.244712109375000000e+04,1.854111328125000000e+04,1.968883593750000000e+04,3.855705078125000000e+04,3.378512500000000000e+04,2.474917578125000000e+04,3.622334765625000000e+04,7.749807128906250000e+03,3.534923437500000000e+04,4.042320312500000000e+04,3.598407812500000000e+04,3.431722656250000000e+04,3.332735156250000000e+04,3.162987500000000000e+04,3.704124218750000000e+04,2.805065625000000000e+04,2.265924023437500000e+04,1.518066601562500000e+04,4.893419531250000000e+04,5.694507812500000000e+04,4.339184765625000000e+04,1.874629101562500000e+04,5.074314062500000000e+04,3.368066406250000000e+04,3.581096093750000000e+04,2.520386718750000000e+04,3.684752734375000000e+04,3.539488281250000000e+04,3.399407812500000000e+04,2.212246093750000000e+04,3.808929296875000000e+04,2.174611718750000000e+04,3.736539843750000000e+04,3.410585937500000000e+04,1.315939062500000000e+04,6.424589062500000000e+04,4.423094140625000000e+04,2.165267578125000000e+04,2.727455859375000000e+04,4.230896250000000000e+05
7.948942871093750000e+03,3.905785937500000000e+04,3.962535156250000000e+04,3.191084570312500000e+04,3.055321875000000000e+04,3.416743750000000000e+04,3.541114843750000000e+04,3.134664843750000000e+04,2.426641992187500000e+04,3.618186718750000000e+04,2.339928320312500000e+04,3.249009179687500000e+04,4.161690625000000000e+04,3.133495117187500000e+04,3.987814453125000000e+04,3.248458398437500000e+04,2.830581250000000000e+04,3.555541406250000000e+04,3.366795703125000000e+04,3.814061328125000000e+04,3.344757421875000000e+04,2.937501562500000000e+04,2.556709960937500000e+04,3.044651562500000000e+04,4.246022656250000000e+04,1.856239843750000000e+04,1.969931835937500000e+04,3.855407031250000000e+04,3.377630468750000000e+04,2.474636914062500000e+04,3.621546875000000000e+04,7.747854980468750000e+03,3.534723046875000000e+04,4.042033593750000000e+04,3.598545703125000000e+04,3.431944140625000000e+04,3.332291406250000000e+04,3.162558593750000000e+04,3.703964062500000000e+04,2.804585156250000000e+04,2.265936523437500000e+04,1.518008496093750000e+04,4.894223046875000000e+04,5.696960156250000000e+04,4.339927734375000000e+04,1.875054882812500000e+04,5.075823828125000000e+04,3.368176562500000000e+04,3.580152734375000000e+04,2.520249414062500000e+04,3.684724609375000000e+04,3.539024609375000000e+04,3.399465625000000000e+04,2.211574804687500000e+04,3.809436718750000000e+04,2.175135156250000000e+04,3.737581250000000000e+04,3.410466796875000000e+04,1.319239355468750000e+04,6.425946093750000000e+04,4.423287890625000000e+04,2.166525585937500000e+04,2.728119726562500000e+04,4.231215625000000000e+05
7.955576660156250000e+03,3.903842578125000000e+04,3.960365234375000000e+04,3.189327539062500000e+04,3.053742968750000000e+04,3.415150000000000000e+04,3.539105078125000000e+04,3.133252734375000000e+04,2.425743554687500000e+04,3.617208203125000000e+04,2.339090429687500000e+04,3.247462304687500000e+04,4.161615625000000000e+04,3.132402539062500000e+04,3.987233593750000000e+04,3.247602148437500000e+04,2.829663281250000000e+04,3.554430859375000000e+04,3.366665625000000000e+04,3.814721093750000000e+04,3.342919921875000000e+04,2.935907617187500000e+04,2.554866601562500000e+04,3.043459570312500000e+04,4.246530078125000000e+04,1.857770117187500000e+04,1.968706054687500000e+04,3.853834375000000000e+04,3.376238281250000000e+04,2.472735742187500000e+04,3.619902343750000000e+04,7.736879882812500000e+03,3.532481640625000000e+04,4.039622656250000000e+04,3.596123437500000000e+04,3.430580468750000000e+04,3.330727343750000000e+04,3.161387109375000000e+04,3.701681640625000000e+04,2.801404296875000000e+04,2.264403515625000000e+04,1.515653906250000000e+04,4.893260156250000000e+04,5.697923437500000000e+04,4.339174609375000000e+04,1.873318750000000000e+04,5.076185546875000000e+04,3.367056640625000000e+04,3.577963281250000000e+04,2.520238867187500000e+04,3.683907421875000000e+04,3.537603906250000000e+04,3.397818750000000000e+04,2.210161132812500000e+04,3.808635937500000000e+04,2.174536328125000000e+04,3.736091406250000000e+04,3.408957031250000000e+04,1.320843945312500000e+04,6.425604296875000000e+04,4.422208203125000000e+04,2.165398828125000000e+04,2.727674218750000000e+04,4.230920312500000000e+05
